utt_id,seed,n_cands,mbr_idx,mbr_hyp
1686-142278-0004-1546,2024,16,10,her mother came into the room before this whirl of thoughts was adjusted into anything like order
1686-142278-0005-1547,2024,2,0,mister hale sipped his tea in abstracted silence margaret had the responses on to herself
1686-142278-0006-1548,2024,1,0,she forgot that he had not made them an offer
1686-142278-0007-1549,2024,16,0,margaret was preparing her mother s worsted work and rather shrinking from the thought of the long evening and wishing bedtime would come that she might go over the events of the day again
1686-142278-0008-1550,2024,1,0,margaret
1686-142278-0009-1551,2024,3,0,i want to speak to you about something very serious to us all
1686-142278-0010-1552,2024,16,0,very serious to us soul
1686-142278-0011-1553,2024,4,0,mister lennox had never had the opportunity of having any private conversation with her father after her refusal or else that would indeed be a very serious affair
1686-142278-0012-1554,2024,7,0,but she soon felt it was not about anything which having only lately and suddenly occurred could have given rise to any complicated thoughts that her father wished to speak to her
1686-142278-0013-1555,2024,2,0,mister hale did not answer for a minute or two
1686-142278-0014-1556,2024,3,0,margaret could not bear the sight of the suspense which was even more distressing to her father than to herself
1686-142278-0015-1557,2024,1,0,but why dear papa do tell me
1686-142278-0016-1558,2024,1,0,because i must no longer be a minister in the church of england
1686-142278-0017-1559,2024,12,1,but nothing to the shocks she received from mister hale s last speech what could he mean
1686-142278-0018-1560,2024,1,0,it was all the worse for being so mysterious
1686-142278-0019-1561,2024,3,2,why can ye no longer be a clergyman
1686-142278-0020-1562,2024,16,0,surely if the bishop were told all we know about frederick and the hard and just
1686-142278-0021-1563,2024,1,0,margaret i will tell you about it
1686-142278-0022-1564,2024,3,0,i will answer any questions this once but after to night let us never speak of it again
1686-142278-0023-1565,2024,11,0,i can meet the consequences of my painful miserable doubts but it is an effort beyond me to speak of what has caused me so much suffering
1686-142278-0024-1566,2024,4,0,no not doubts as to religion nor the slightest injury to that he paused
1686-142278-0025-1567,2024,12,0,margaret sighed as if standing on the verge of some new horror
1686-142278-0026-1568,2024,3,0,margaret how i love the holy church from which i am to be shut out
1686-142278-0027-1569,2024,1,0,he could not go on for a moment or two
1686-142278-0028-1570,2024,16,0,margaret could not tell what to say it seemed to her as terribly mysterious as if her father were about to turn ma herm mateal
1686-142278-0029-1571,2024,7,0,the one state foundation of her home of her idea of her beloved father seemed reeling and rocking
1686-142278-0030-1572,2024,16,0,he swallowed down the dry choking sobs which had been heaving up from his heart hitherto and going to his bookcase he took down a volume which he had often been reading lately and from which he thought he had derived strength to enter upon the course in which he was now embarked
1686-142278-0031-1573,2024,6,1,listen dear margaret said he putting one arm around her waist
1686-142278-0032-1574,2024,16,0,when god will not use thee in one kind yet he will in another
1686-142278-0033-1575,2024,16,0,if when thou art charged with corrupting god s worship falsifying thy woes thou pretendest a necessity for it own a modor to a continuance in the ministry
1686-142278-0034-1576,2024,13,1,as he read this and glanced at much more which he did not read he gained resolution for himself and felt as if he too could be brave and firm in doing what he believed to be right but as he ceased he heard margaret s low convulsive sob and his courage sank down under the keen sense of suffering
1686-142278-0035-1577,2024,6,0,i have gone long with self reproach that would have roused any mind less torpid and cowardly than mine
1686-142278-0036-1578,2024,1,0,he shook his head as he went on
1686-142278-0037-1579,2024,9,0,margaret i tried to do it i tried to content myself with simply refusing the additional preferment and stopping quietly here strangling my conscience now as i had strained it before
1686-142278-0038-1580,2024,1,0,god forgive me
1686-142278-0039-1581,2024,4,0,he rose and walked up and down the room speaking low words of self reproach and humiliation of which margaret was thankful to hear but a few
1686-142278-0040-1582,2024,10,0,margaret i return to the old said burden we must leave helstone
1686-142278-0041-1583,2024,1,0,yes
1686-142278-0042-1584,2024,16,5,i have written to the bishop i daresa i have told you so but i forget things just now said mister hale collapsing into his depressed manner as soon as he came to talk of hard matter of fact details informing him of my intention to resign this vicarage
1686-142278-0043-1585,2024,6,0,they are but what i have tried upon myself without a wail
1686-142278-0044-1586,2024,5,0,that will be a trial but worse far worse will be departing from my dear people
1686-142278-0045-1587,2024,4,0,he will come to stay with us to morrow
1686-142278-0046-1588,2024,10,0,was it to be so sudden then
1686-142278-0047-1589,2024,6,1,what does mama say
1686-142278-0048-1590,2024,12,0,margaret i am a poor coward after all i cannot bear to give pain
1686-142278-0049-1591,2024,1,0,yes indeed she must said margaret
1686-142278-0050-1592,2024,1,0,perhaps after all she may not oh yes
1686-142278-0051-1593,2024,16,0,she will she must be shocked as the force of the blow returned upon herself in trying to realize how another would take it
1686-142278-0052-1594,2024,16,0,to milton northern he answered with a dull indifference for he had perceived that although his daughter s love had made her cling to him and for a moment stried to soothe him with her love yet the keenness of the pain was as fresh as ever in her mind
1686-142278-0053-1595,2024,1,0,milton northern
1686-142278-0054-1596,2024,4,0,yes said he in the same despondent indifferent way
1686-142278-0055-1597,2024,7,1,but he with his quick intuitive sympathy read in her face as in a mirror the reflections of his own moody depression and turned it off with an effort
1686-142278-0056-1598,2024,7,3,you shall be told of margaret
1686-142278-0057-1599,2024,4,1,only help me to tell you mother
1686-142278-0058-1600,2024,16,0,i am going out for the day to bid father dobson and the poor people on bracy common good bye
1686-142278-0059-1601,2024,3,2,would ye dislike breaking it to her very much margaret
1686-142278-0060-1602,2024,8,0,margaret did dislike it did shrink from it more than from anything she had ever had to do in her life before
1686-142278-0061-1603,2024,3,1,mister hale shook his head despondingly he pressed her hand in token of gratitude
1686-142278-0062-1604,2024,1,0,margaret was nearly upset again into a burst of crying
1686-142278-0063-1605,2024,4,0,to turn her thoughts she said now tell me papa what our plans are
1686-142278-0064-1606,2024,16,0,you and mamma have some money independent of the income from the living have not you on sure has i know
1686-142278-0065-1607,2024,2,0,seventy of that has always gone to frederick since he has been abroad
1686-142278-0066-1608,2024,4,1,he must have some pay for serving with the spanish army
1686-142278-0067-1609,2024,6,1,frederick must not suffer said margaret decidedly in a foreign country so unjustly treated by his own hundreds is left
1686-142278-0068-1610,2024,1,0,no
1686-142278-0069-1611,2024,1,0,said mister hale that would not answer i must do something
1686-142278-0070-1612,2024,9,0,i can always decide better by myself and not influenced by those whom i love said he as a half apology for having arraigned so much before he had told any one of his family of his intentions
1686-142278-0071-1613,2024,3,0,i cannot stand objections
1686-142278-0072-1614,2024,7,4,to make me so undecided
1686-142278-0073-1615,2024,3,0,mister hale continued a few months ago when my misery of doubt became more than i could be without speaking i wrote to mister bell you remember mister bell margaret
1686-142278-0074-1616,2024,1,0,no i never saw him i think
1686-142278-0075-1617,2024,5,0,at any rate he has property there which has very much increased in value since milton has become such a large manufacturing town
1686-142278-0076-1618,2024,3,1,i don t know that he gave me much strength
1686-142278-0077-1619,2024,1,0,a private tutor
1686-142278-0078-1620,2024,15,2,said margaret looking scornful what in the world in manufactures want with the classics of literature or the accomplishments of a gentleman
1686-142278-0079-1621,2024,4,0,oh said her father some of them really seem to be fine fellows conscious of their own deficiencies which is more than many a man at oxford is
1686-142278-0080-1622,2024,10,0,some want their children to be better instructive than they themselves have been
1686-142278-0081-1623,2024,8,0,and in milton margaret i shall find a busy life if not a happy one and people and scenes so different that i shall never be reminded of helstone
1686-142278-0082-1624,2024,7,0,discordant as it was with almost a detestation for all she had ever heard of the north of england the manufactures the people the wild and bleak country there was this one recommendation it would be different from helstone and could never remind them of that beloved place
1686-142278-0083-1625,2024,2,0,when do we go
1686-142278-0084-1626,2024,2,0,i do not know exactly
1686-142278-0085-1627,2024,3,0,i wanted to talk it over with you
1686-142278-0086-1628,2024,6,0,you see your mother knows nothing about it yet but i think in a fortnight after my deed of resignation is sent in i shall have no right to remain
1686-142278-0087-1629,2024,16,4,margaret was allstnd
1686-142278-0088-1630,2024,1,0,but she recovered herself immediately
1686-142278-0089-1631,2024,2,0,yes papa it had better be fixed soon and decidedly as you say
1686-142278-0090-1632,2024,16,0,po poor maria
1686-142278-0091-1633,2024,2,0,oh if i were not married if i were but myself in the world how easy it would be
1686-142278-0092-1634,2024,2,0,no said margaret sadly i will do it
1686-142278-0093-1635,2024,5,0,you must not deceive yourself into doubting the reality of my words my fixed intention and resolve
1686-142278-0094-1636,2024,2,0,he looked at her in the same steady stony manner for some moments after he had done speaking
1686-142278-0095-1637,2024,1,0,the blessing of god be upon thee my child
1686-142278-0096-1638,2024,16,12,the next moment she feared lest this answer to his blessing might be irreverent wrong might hurt him as coming from his daughter as she threw her arms around his neck
1686-142278-0097-1639,2024,16,0,she heard him murmur to himself the martyrs and confessors had even more pain to bear i will not shrink
1686-142278-0098-1640,2024,2,1,they were startled by hearing missus hale enquiring for her daughter
4570-56594-0000-1641,2024,16,1,such a cort such a time you never did see
4570-56594-0001-1642,2024,15,5,i was wishing somebody would give the conversation a start when indiane made a break
4570-56594-0002-1643,2024,3,0,this ain t no great stock country says he to the old gentleman with the cane
4570-56594-0003-1644,2024,1,0,no sir says the old gentleman
4570-56594-0004-1645,2024,16,6,there s very little grazing here and the range is pretty much wore out
4570-56594-0005-1646,2024,6,0,the young lady smiled through her veil and the old lady snapped her eyes and looked sideways at the speaker
4570-56594-0006-1647,2024,16,0,i m wing down to orleans to see if i can t get a contract out of uncle sam to feed the boys on ce been licking them infernal mexicans so bad
4570-56594-0007-1648,2024,4,0,i ve read some accounts of the battle says the old gentleman that didn t give a very flattering account of the conduct of some of our troops
4570-56594-0008-1649,2024,4,0,the old preacher listened to him with evident signs of displeasure twisting and groaning till he couldn t stand it no longer
4570-56594-0009-1650,2024,2,0,he shut his mouth right in the middle of what he was saying and looked at the preacher while his face got as red as fire
4570-56594-0010-1651,2024,7,0,swearing says the old preacher is a terrible bad practice an there ain t no use in it nohow
4570-56594-0011-1652,2024,16,0,hoofs but in the aney kept shady he appeared to be cowed down
4570-56594-0012-1653,2024,9,8,the old gentleman with the cane took a part in the conversation and the hoosier listened without ever opening his head
4570-56594-0013-1654,2024,16,0,he was at sodamman go morrow and seen the place war lot s wife fell ah
4570-56594-0014-1655,2024,16,0,yes says the preacher he went to the very spot and what s the remarkablest thing of all he seen the pillar of salt what she was turned into
4570-56594-0015-1656,2024,16,0,yes sir hes seen the salt standin thar to this day
4570-56594-0016-1657,2024,16,0,what says the hooser reel genoine good salt
4570-56594-0017-1658,2024,8,0,yes sir a pillar of salt jist as it was when that wicked woman was punished for her disobedience
4570-56594-0018-1659,2024,1,0,right out in the open air he asked
4570-24733-0000-1660,2024,2,0,all things which follow from the absolute nature of any attribute of god must always exist and be infinite or in other words are eternal and infinite through the said attribute
4570-24733-0001-1661,2024,3,0,proof conceive if it be possible supposing the proposition to be denied that something in some attribute of god can follow from the absolute nature of the said attribute and that at the same time it is finite and has a conditioned existence or duration for instance the idea of god expressed in the attribute thought
4570-24733-0002-1662,2024,1,0,in its nature infinite
4570-24733-0003-1663,2024,1,0,must necessarily exist
4570-24733-0004-1664,2024,2,0,we have now granted therefore thought not constituting the idea of god and accordingly the idea of god does not naturally follow from its nature in so far as it is absolute thought for it is conceived as constituting and also as not constituting the idea of god which is against our hypothesis
4570-24733-0005-1665,2024,7,0,and beyond the limits of the duration of the idea of god supposing the latter at some time not to have existed or not to be going to exist thought would perforce have existed without the idea of god which is contrary to our hypothesis for we suppose that thought being given the idea of god necessarily flowed therefrom
4570-24733-0006-1666,2024,5,0,bear in mind that the same proposition may be affirmed of anything which in any attribute necessarily follows from god s absolute nature
4570-24733-0007-1667,2024,16,7,corollary hence it follows that god is not only the cause of things coming into existence but also of their continuing in existence that is in scholastic phraseology god is cause of the being of things escindi reum
4570-24733-0008-1668,2024,1,0,corollary individual things are nothing but modifications of the attributes of god or modes by which the attributes of god are expressed in a fixed and definite manner
4570-14911-0000-1669,2024,5,0,nevertheless in general appearance the harrier and the foxhound are very much alike the one obvious distinction being that of size
4570-14911-0001-1670,2024,5,0,if you want to hunt your harriers on foot sixteen inches is quite big enough almost too big to run with but if you are riding to them twenty inches is a useful height or even nineteen inches
4570-14911-0002-1671,2024,11,8,it is useless to lay down any hard and fast rule as to colour it is so much a matter of individual taste
4570-14911-0003-1672,2024,14,0,but puppies are usually sent out to walk and may easily be procured to be kept and reared until they are old enough to be entered to their work
4570-14911-0004-1673,2024,2,0,he is of course finer but with the length of neck so perfect in the bigger hound the little shoulders of the same pattern and the typical quarters and second thighs
4570-14911-0005-1674,2024,3,2,and when he is fairly on line of course he sticks to it as the saying is like a beagle
4570-14911-0006-1675,2024,8,0,it is quite possible therefore that the beagle was crossed with the welsh southern or otter hound to get more size and power as there certainly was a welsh rough coated beagle of good eighteen inches and an almost identical contemporary that was called the essex beagle
4570-14911-0007-1676,2024,16,9,that a great many of the true order were bred became very manifest as soon as the harrier and beagle association was formed and more particularly when a section of the peterborough hound show was reserved for them
4570-14911-0008-1677,2024,3,0,then they seemed to spring from every part of the country
4570-14911-0009-1678,2024,16,7,one hears now of the chauston the housead place very noted indeed the halton the lee park the stoke place the edinburgh the surbiton the trinity foot the wooddale missus g w hilliards missus price s and missus turners s
4570-14911-0010-1679,2024,4,0,eyes brown dark hazel or hazel not deep set nor bulgy and with a mild expression
4570-14911-0011-1680,2024,1,0,ears long set on low fine in texture and hanging in a graceful fold close to the cheek
4570-14911-0012-1681,2024,16,0,neck moderately long slightly arched the throat showing some du lap
4570-14911-0013-1682,2024,1,0,shoulders clean and slightly sloping
4570-14911-0014-1683,2024,9,1,forelegs quite straight well under the dog of good substance and round in the bone
4570-14911-0015-1684,2024,6,0,feet ground well knuckled up and strongly padded
4570-14911-0016-1685,2024,1,0,coat smooth variety smooth very dense and not too fine or short
4570-14911-0017-1686,2024,1,0,height not exceeding sixteen inches
4570-102353-0000-1687,2024,7,0,we had then but little of that minute and accurate knowledge of the interior of the continent which was requisite for a determination of the problem
4570-102353-0001-1688,2024,8,0,several different parties were therefore organized to examine the various routes supposed to be practicable within the northern and southern limits of the united states
4570-102353-0002-1689,2024,4,0,the only discrimination made was in the more prompt and thorough equipment of the parties for the extreme northern line and this was only because that was supposed to be the most difficult of execution of all the surveys
4570-102353-0003-1690,2024,11,0,inquiries were made with regard to gunpowder which subsequently led to the use of a coarser grain for artillery
4570-102353-0004-1691,2024,3,0,the officers of these regiments were chosen partly by selection from those already in service in the regular army and partly by appointment from civil life
4570-102353-0005-1692,2024,3,0,under instructions from the president the list was therefore revised and modified in accordance with this new element of geographical distribution
4570-102353-0006-1693,2024,3,0,after some further discussion of the question the visitors withdrew dissatisfied with the result of the interview
4570-102353-0007-1694,2024,15,8,the quartermaster general on hearing of this conversation hastened to inform me that it was all a mistake that the appointee to the office had been confounded with his father who was a well known whig but that he the son was a democrat
4570-102353-0008-1695,2024,3,0,i assured the general that this was altogether immaterial adding that it was a very pretty quarrel as it stood and that i had no a desire to effect a settlement of it on any inferior issue
6599-38591-0000-1696,2024,16,11,in fifteen sixty two at the battle of drew he was aged and so ill that none expected to see him on horseback
6599-38591-0001-1697,2024,7,4,he fully armed save only his head answered him right well sir this is the real medicine that hath cured me for the battle which is toward and are preparing for the honour of god in our camp
6599-38591-0002-1698,2024,16,15,the lady s peace concluded at cambri in fifteen twenty nine lasted up to fifteen thirty six incessantly troubled however by far from pacific symptoms proceedings and preparations
6599-38591-0003-1699,2024,2,1,at last he decided on retreating
6599-38591-0004-1700,2024,16,0,it was garsilasso de lavega the prince of spanish posey the spanish petriarch according to his fellow countrymen
6599-38591-0005-1701,2024,16,0,momorensee signed a similar one for piedma
6599-38591-0006-1702,2024,7,2,they all repaired together to the house prepared for their reception and after dinner the emperor being tired lay down to rest on a couch queen elanor before long went and tapped at his door and sent word to the king that the emperor was awake
6599-38591-0007-1703,2024,16,15,frances with the cardinal de lorraine and the constable de moumrene soon arrived
6599-38591-0008-1704,2024,2,1,upon entering the chamber he found the emperor still lying down and chatting with his sister the queen who was seated beside him on a chair
6599-38591-0009-1705,2024,1,0,yes said charles i had made such cheer that i was obliged to sleep it off
6599-38591-0010-1706,2024,3,0,francis stood the converse with his own collar
6599-38591-0011-1707,2024,1,0,only seven of the attendants remained in the emperor s chamber and there the two sovereigns conversed for an hour after which they moved to the hall where a splendid supper awaited them
6599-38591-0012-1708,2024,16,7,the gantes pleaded their privilege of not being liable to be taxed without their own consent
6599-38591-0013-1709,2024,4,0,orders had been sent everywhere to receive him as kings of france are received on their joyous accession
6599-38590-0000-1710,2024,13,0,whatever hand it was that shot down bourbon rome after his death was plundered devastated and ravaged by brutal greedy licentious and fanatical soldiery
6599-38590-0001-1711,2024,10,0,wherefore for the future write us nothing at all but appoint us the time and place of meeting and we will bring our sword for you to cross protesting that the shame of any delay in fighting shall be yours seeing that when it comes to an encounter there is an end of all writing
6599-38590-0002-1712,2024,1,0,sir answered the spaniard permit me to do my office and say what the emperor has charged me to say
6599-38590-0003-1713,2024,16,4,nay i will not listen to thee said francis if thou do not first give me a patent signed by thy master containing an appointment of time and place sir i have orders to read you the cartel and give it you afterwards
6599-38590-0004-1714,2024,2,0,burgundy without being put out began again sir
6599-38590-0005-1715,2024,4,3,nay said frans i will not suffer him to speak to me before he has given me appointment of time and place
6599-38590-0006-1716,2024,1,0,give it me or return as thou hast come
6599-38590-0007-1717,2024,1,0,i am quite willing said the king let him have it
6599-38590-0008-1718,2024,16,7,the piece of cambro was called the lady piece in honor of the two princesses who had negotiated it though morally different and of very unequal worth they both had minds of a rare order and trained to recognize political necessities and not to attempt any but possible successes
6599-38590-0009-1719,2024,1,0,all the great political actors seemed hurrying away from the stage as if the drama were approaching its end
1585-131718-0000-1720,2024,16,3,what is necessary to the completeness of the story at this stage is not to recapitulate but to take up some of the loose ends of the threads wovening and follow them through until the clear and comprehensive picture of the events can be seen
1585-131718-0001-1721,2024,1,0,the way of the inventor is hard
1585-131718-0002-1722,2024,13,0,he can sometimes raise capital to help him in working out his crude conceptions but even then it is frequently done at a distressful cost a personal surrender
1585-131718-0003-1723,2024,16,0,when the result is achieved the adventure makes its appeal on the score of economy or material or of effort and then labor often awaits with crushing and tyrannical spirit to smash the aparous or forbid its values
1585-131718-0004-1724,2024,16,1,possibly our naational optism as reviewed in divention the seeking the higher good and its some check
1585-131718-0005-1725,2024,16,0,possibly the letters would travel too fast and too far on the road of perfection if conservatism did not also place its salutary part in insisting that the procession moved forward as a hoe
1585-131718-0006-1726,2024,16,0,on the contrary the conditions for its perceptions have been riening fast
1585-131718-0007-1727,2024,16,0,yes the very vulgar of the electric artlite made harder the arrival of the incandescent
1585-131718-0008-1728,2024,16,5,a number ofpparent arc lightening companies were in existence and a great many local companies had been called into under frenchise for commercial business and to execute regular city contracts for the street lining
1585-131718-0009-1729,2024,16,5,thus in a curious manner the modern art of electory lining was in a very true sense divided against itself with intines reveres and jealousies which were none the less real because they were but temporary and occurding fact where ultimate evening of the force was inevitable
1585-131718-0010-1730,2024,16,0,hence twenty years after the first adison station were established the methods they involved could be fairly credit with no less than sixty seven per cent
1585-131718-0011-1731,2024,16,0,it will be readily understood that under these conditions the modern lightning company supplies to its customers both incandescent and arc lining frequently from the same dynamo electric machinery as the source of current and that the old food asked between the rival systems has died out
1585-131718-0012-1732,2024,16,0,in fact for some years past the presidents of the national electric light association had been chosen almost exclusively from among the managers of the great adison lining companents and the liading citizes
1585-131718-0013-1733,2024,16,1,the outest strong opposition to the incandescent light came from the gas indstrew
1585-131718-0014-1734,2024,5,0,there also the most bitter feeling was shown
1585-131718-0015-1735,2024,16,0,the gas manager did not like arclide but it interferred only with his street service which was not his large source of income by enemiess
1585-131718-0016-1736,2024,16,6,here again was given the most convincing demonstration of the truth that such an addition to the resources of mankind always carries with it unsuspected benefits even for its anamness
1585-131718-0017-1737,2024,16,2,this was not long nor unorsally the spirit is showe and to day in hundreds of cito the electric and gast progress are united under the one management which does not find it impossible to push in a friendly and progressive way the use of both illuminants
1585-131718-0018-1738,2024,16,3,the most conspicuous examp of this identy of interest is given in new york itself
1585-131718-0019-1739,2024,16,3,so much for the early opposition of which there w plenty
1585-131718-0020-1740,2024,16,1,it may be questioned whether enertire is not equally to be dreaded with active illw
1585-131718-0021-1741,2024,16,11,of course a great many accounts were written and read but while genual interest was aroused it was necessarily apathetic
1585-131718-0022-1742,2024,16,0,we got it at the great bargain and only paid us more some damn in the ballaston wadtagage
1585-131718-0023-1743,2024,16,11,was sold them for forty cents but there were only about twenty or thirty thousands of them
1585-131718-0024-1744,2024,16,13,the fourth year i got it on to thirty seven cents and i made all the money up in one year that i had lost previously
1585-131718-0025-1745,2024,16,0,one of the incidents which caused a very great cheapening was that when we started one of the important processes had to be done by experts
1585-131718-0026-1746,2024,6,0,after feeling around for some days i got a clue how to do it
1585-131718-0027-1747,2024,8,2,i then made another machine which did the word nicely
1585-131718-0028-1748,2024,16,9,incidentally it may be noted as illustrative of the problem brought to a listen that while he had the factory at harrison and imporring the chinese traeder went to him and wanted a dynamo to be run byhyn power
1585-131718-0029-1749,2024,16,0,for making the dynamos adison secured as noted in the preceding chabitter the roach iron were on gower street new york and this was also equipped
1585-131718-0030-1750,2024,16,4,to sigmand brman who had worked previously with aedison telephoned paragus and phonographs and was already making edison special itist in a small way in aloft on wocester street new york was assigned the task of constructing sockets fixtures mitters sifty fuses and numberous other details
1585-131718-0031-1751,2024,16,0,in the early part of eighteen eighty one the edison electre light company leas a old bshiw mansion at sixty five fifth avenue close to fording street for his headquarters and show rooms
1585-131718-0032-1752,2024,16,7,this was one of the finest homes in the city of that period and its acquisition was a premoontor sign of the surrender of the famous resnchury avenue to commerce
1585-131718-0033-1753,2024,11,0,the experienced with a little gas engine was rather startling
1585-131718-0034-1754,2024,16,7,one day it was not going very well and it went don to the man in charge and got exploring a rant
1585-131718-0035-1755,2024,16,8,for the next four or five year sixty fire was a veritable bee hive day and night
1585-131718-0036-1756,2024,16,4,the routine was very much the same as that at the laboratory in its utternacolte of the clk
1585-131718-0037-1757,2024,16,0,i was telling a gentleman one day that i could not keep a secret even if i locked them might in my dusk they would break it open
1585-131718-0038-1758,2024,16,5,he suggested to me that he had a friend over on eighth avenue who made a superior grade of seegres and who would show them a trick
1585-131718-0039-1759,2024,16,0,he said that he would have some of them made ab with hair and oak paper and i could put them in without a word and see the result
1585-131718-0040-1760,2024,1,0,i thought no more about the matter
1585-131718-0041-1761,2024,2,0,i didn t remember anything about it
1585-131718-0042-1762,2024,4,0,i was too busy on other things to denotice
1585-131718-0043-1763,2024,16,11,speaking of those days of nights aedison says years ago one of the great violinist was rami
1585-131718-0044-1764,2024,11,4,he would talk with me but i never asked him to bring his violin
1585-131718-0045-1765,2024,7,0,why night he came with his violin about twelve o clock
1585-131718-0046-1766,2024,16,6,after that every time he came to new york he used to call ittify late a night with his violins
1585-131718-0047-1767,2024,16,1,another visitor hood used to give us a good deal amusement and pleasure was captain shaw the head of london fibrary gate
1585-131718-0048-1768,2024,11,3,he will go out among the fire ladies and have a great time
1585-131718-0049-1769,2024,16,6,speaking of teller stories i once got telling a man s stories at the harrisonlandon factory in a yard as he was leaving
1585-131718-0050-1770,2024,16,0,it was wintered and he was awing first
1585-131718-0051-1771,2024,12,1,i had nothing long to protect me against the code
1585-131718-0052-1772,2024,16,0,then gob pleorsi and had to be shaped to flory the forcure
1585-131718-0053-1773,2024,16,0,he had merely enjoyed the delights of anxious anticipation and the perilous pleasure of fackening allison s experiments
1585-131718-0054-1774,2024,8,0,now active exploitation was required
1585-157660-0000-1775,2024,16,12,london is god and glory
1585-157660-0001-1776,2024,7,0,they say best men are moded out of thoughts and for the most become much more the better for being a little bad
1585-157660-0002-1777,2024,16,0,standing on the broken column of the oak steeper three hundred feet above prame rose hill william struck an attitude of theatrico fashion and uttered the falling oratorical flight
1585-157660-0003-1778,2024,16,0,glorious london
1585-157660-0004-1779,2024,16,9,sad how sad to think that the day will come when not a vastige of this wonder romance of human energy shall remain where the cry of the wharf bat and beaten should only be heard and nature again resume her rustic splendid desolation
1585-157660-0005-1780,2024,16,0,the devil s heaven was a resort for actors authors bohemians lords and ladies who did not retire early to their downing couches
1585-157660-0006-1781,2024,16,0,william and myself soon found rest in deep slumber and wafted away into a dreamless rim our tid bodies lay in the infolding arms of morphors until the potter knocked at our door next morning as the clock of the tower struck the hour of nine
1585-157660-0007-1782,2024,16,13,our first sight of the sunrise in lander gave us great expectations of fame and fortune for surely all we had was glowing expectations
1585-157660-0008-1783,2024,16,2,oft expectation fowls and most of there were most a promises and off a hits where hope is coldest and thespare most fits
1585-157660-0009-1784,2024,16,0,desus one doble when sixs treplicoin
1585-157660-0010-1785,2024,16,6,william to the great amazement of the dealer flung a guinea in the cinna pot which was immediately tapped by jack while the others looked on in silent expectation
1585-157660-0011-1786,2024,16,7,the pot jack replied all rise sir take a word for it
1585-157660-0012-1787,2024,16,1,i have set my life upon the cast i will stand the hazard of the dye
1585-157660-0013-1788,2024,16,1,i immediately followed in his footsteps and found him joking with the landlady about a couple of infant boo perhaps she was fondling her capacious lap
1585-157660-0014-1789,2024,10,0,if he had jopped out of the clouds william could not have been more pleased or surprised and the feeling was reciprocal
1585-157660-0015-1790,2024,16,0,the prening shop of fow was only a short distance from the devil s table and we were invited to visit the establishment
1585-157660-0016-1791,2024,16,0,james rabuge gazed for a moment on the manly form of william and blurted out in his bluff manner what do you know
6467-97061-0000-1792,2024,2,1,one night when both were sleeping the prince had a remarkable dream
6467-97061-0001-1793,2024,4,3,they rushed into the room added their cries to hers and forgetting all their former precautions left the doors open so that the guards outside hearing the clamor entered and saw the prince
6467-97061-0002-1794,2024,5,0,she is a disgrace to her family and shall soon see her husband impaled on a stake
6467-97061-0003-1795,2024,16,0,then with his forehead disfigured by a fearful frown he continued to abuse the prince and having tied his hands behind him dragged him from the room
6467-97061-0004-1796,2024,16,7,treated thus like some wild beast roughly shaken and neglected lajiav vahana would have suffered greatly had he not been protected by the magic wealth given to him in partalla and which he had contrived to conceal in his hair
6467-97061-0005-1797,2024,16,1,advancing therefore with a large army he prepared to beseech champa the capital city
6467-97061-0006-1798,2024,12,0,a terrible battle ensued in which both kings were formed prodigies of valor
6467-97061-0007-1799,2024,16,1,should there be any pity for the violator of the haam
6467-97061-0008-1800,2024,16,0,if the old king my father now in his stoutage was foolish enough to favour the criminal for the sake of his worthless daughter you had no need of his permission and ought not to have been influenced by him
6467-97061-0009-1801,2024,16,0,let that vile seducer be immediately put to that by torture and his parm will be shut up in prison till i come
6467-97061-0010-1802,2024,16,1,have ready also a fierce elephant suitably equipped which i shall want immediately after the wedding to overtake my army in march against the enemy and as i set out i will make the elephant trample the life out of that crimel
6467-97061-0011-1803,2024,3,0,while he stood there calmly awaiting death which now seemed inevitable he suddenly felt his feet free and a beautiful lady appeared before him
6467-97061-0012-1804,2024,16,8,she humbly bowing down said let my lord pardon his servant for the injury which she has unconsciously caused
6467-97061-0013-1805,2024,16,6,i am an apsus born from the days of the moon
6467-97061-0014-1806,2024,16,11,one day as i was flying through the air wearing a white dress a swan mistaking me for a lotus floer attacked me
6467-97061-0015-1807,2024,10,2,in his anger he cursed me saying oh wicked one for this offence you are condemned to be changed into a piece of unconscious metal
6467-97061-0016-1808,2024,16,6,the change took place immediately and i fell to the ground turned into a civil chain
6467-97061-0017-1809,2024,16,1,on his way he saw the silver fettel descend it to the ground picked it up and continued his flight
6467-97061-0018-1810,2024,16,0,the slayer of kenroma hearing this came out of the palace and quickly mounting the elephant who held down his trunk to receive him placed himself behind the prince
6467-97061-0019-1811,2024,16,3,grateful and mutual astonishment and joy when they recognized each other the prince exclaiming is it possible
6467-97061-0020-1812,2024,16,0,is it really you my dear friend appaharaurma who have done this deed
6467-97061-0021-1813,2024,16,9,through these they forced their way employing with good effects the weapons placed on the elephant for the use of tendroma
6467-97061-0022-1814,2024,2,0,before however they had gone far they heard the noise of battle at a distance and saw the soldiers in front of them scattered in all directions
6467-97061-0023-1815,2024,3,0,we have just now encountered and utterly defeated the enemy so that there is no fear of any further assistance
6467-97061-0024-1816,2024,16,0,and aljamanha agreed to this
